count,description,amount_per_100g,amount_per_cup
47,"Milk, human",0.3,0.738
290,"Milk, NFS",0.2,0.488
675,"Milk, whole",0.3,0.732
1070,"Milk, reduced fat (2%)",0.2,0.488
1455,"Milk, low fat (1%)",0.1,0.244
1848,"Milk, fat free (skim)",0.0,0.0
3197,"Milk, lactose free, whole",0.3,0.732
3522,"Buttermilk, fat free (skim)",0.1,0.244
3848,"Buttermilk, whole",0.3,0.732
4142,"Kefir, NS as to fat content",0.6,1.464
4366,"Goat's milk, whole",0.3,0.732
6398,"Milk, evaporated, whole",0.5,1.26
7455,"Milk, condensed, sweetened",0.6,1.8239999999999998
7683,"Non-dairy milk, NFS",0.9,2.196
8006,Soy milk,2.9,7.076
8300,"Soy milk, light",3.0,7.32
8497,"Soy milk, nonfat",3.0,7.32
8691,"Soy milk, chocolate",2.8,6.832
8885,"Soy milk, light, chocolate",3.0,7.32
9113,"Almond milk, sweetened",0.0,0.0
9763,"Almond milk, unsweetened",0.0,0.0
10413,Rice milk,0.2,0.488
10737,Coconut milk,0.0,0.0
11060,"Yogurt, NFS",0.2,0.49000000000000005
12363,"Yogurt, whole milk, plain",0.2,0.49000000000000005
12689,"Yogurt, low fat milk, plain",0.2,0.49000000000000005
13014,"Yogurt, nonfat milk, plain",0.2,0.49000000000000005
14961,"Yogurt, whole milk, fruit",0.2,0.49000000000000005
15304,"Yogurt, low fat milk, fruit",0.2,0.49000000000000005
15676,"Yogurt, nonfat milk, fruit",0.2,0.49000000000000005
20081,"Yogurt, Greek, with oats",1.3,3.1850000000000005
20327,"Yogurt, liquid",0.1,0.24500000000000002
21866,"Frozen yogurt, NFS",0.3,0.525
22258,"Frozen yogurt, vanilla",0.3,0.525
22645,"Frozen yogurt, chocolate",0.3,0.525
25023,"Chocolate milk, NFS",0.2,0.496
35355,"Strawberry milk, NFS",0.2,0.496
35618,"Strawberry milk, whole",0.3,0.744
35878,"Strawberry milk, reduced fat",0.2,0.496
36138,"Strawberry milk, low fat",0.1,0.248
36395,"Strawberry milk, fat free",0.0,0.0
36656,"Strawberry milk, reduced sugar",0.1,0.248
36900,"Strawberry milk, non-dairy",1.4,3.472
37097,"Milk, malted",0.2,0.512
37292,Eggnog,0.3,0.768
39385,"Milk shake, bottled, chocolate",0.4,0.992
39890,Licuado or Batido,0.4,0.8640000000000001
40131,"Fruit smoothie, NFS",3.3,7.128
41645,Chocolate milk drink,0.1,0.248
48305,"Cream, light",1.7,4.08
48631,"Cream, half and half",1.3,3.12
48958,"Cream, half and half, flavored",1.3,3.12
49268,"Cream, half and half, fat free",0.2,0.48
49527,"Cream, heavy",3.2,7.68
49756,"Cream, whipped",3.0,1.2000000000000002
49915,"Coffee creamer, NFS",2.5,6.0
50192,"Coffee creamer, liquid",2.5,6.0
52127,"Coffee creamer, powder",1.7,1.5979999999999999
53425,"Coffee creamer, soy, liquid",2.5,6.0
53656,Whipped topping,6.3,4.725
53786,"Whipped topping, fat free",3.2,2.4000000000000004
53915,"Whipped topping, sugar free",3.2,2.4000000000000004
54076,"Sour cream, regular",1.5,3.5999999999999996
54321,"Sour cream, light",0.5,1.2
54516,"Sour cream, fat free",0.0,0.0
54711,"Sour cream, imitation",4.8,11.52
57146,"Ice cream, NFS",0.8,1.08
57713,"Ice cream, vanilla",0.3,0.405
58687,"Ice cream, chocolate",0.3,0.405
59571,"Ice cream, soft serve, vanilla",0.4,0.7000000000000001
59893,"Gelato, vanilla",1.3,2.275
60281,"Gelato, chocolate",1.5,2.625
60640,"Ice cream bar, vanilla",22.3,29.659000000000002
63550,"Ice cream soda, chocolate",0.1,0.192
63745,"Ice cream sundae, NFS",0.9,1.26
64640,"Ice cream, fried",5.5,7.425000000000001
64851,"Light ice cream, NFS",1.6,2.16
65302,"Light ice cream, vanilla",1.6,2.16
65756,"Light ice cream, chocolate",2.1,2.8350000000000004
67855,"Sherbet, all flavors",0.0,0.0
68410,"Pudding, chocolate, NFS",0.6,1.56
68556,"Pudding, bread",2.4,4.8
68865,Custard,0.2,0.52
69010,Flan,0.2,0.52
69207,Creme brulee,0.2,0.52
69400,"Pudding, rice",0.2,0.52
69580,"Firni, Indian pudding",0.3,0.78
71156,"Pudding, tapioca, ready-to-eat",0.4,1.04
71336,Banana pudding,1.0,1.9
71466,Mousse,1.5,2.55
71596,Dulce de leche,1.3,3.9000000000000004
71937,Trifle,1.2,1.74
72148,Tiramisu,1.7,2.465
72375,White sauce or gravy,4.9,11.76
72583,"Cheese, NFS",2.7,3.0509999999999997
73773,"Cheese, Camembert",2.0,4.92
79376,"Cheese, Limburger",2.3,3.082
83897,"Cheese, Parmesan, dry grated",1.7,1.7
88300,"Cheese, paneer",1.5,3.69
89533,Queso Fresco,1.0,1.35
89875,Queso cotija,1.9,1.9
90055,"Cheese, cottage, NFS",0.0,0.0
90316,"Cottage cheese, farmer's",0.5,1.05
90446,"Cheese, Ricotta",0.6,1.476
90575,"Cheese, cottage, with fruit",0.4,0.9039999999999999
91388,Puerto Rican white cheese,1.0,1.28
91615,"Cheese, cottage, low fat",0.0,0.0
92167,"Cream cheese, regular, plain",2.1,5.04
92671,"Cream cheese, light",1.1,2.64
96246,"Cream cheese spread, fat free",0.2,0.48
98976,"Cheese spread, pressurized can",1.8,4.05
101072,Topping from cheese pizza,8.8,18.92
101333,Topping from vegetable pizza,10.6,17.808
101591,Topping from meat pizza,6.5,10.92
102211,Cheese souffle,1.1,1.045
104486,Alfredo sauce,1.3,3.3800000000000003
104745,Alfredo sauce with meat,1.4,3.6399999999999997
105006,Alfredo sauce with poultry,1.1,2.8600000000000003
105266,Alfredo sauce with seafood,1.1,2.8600000000000003
106155,"Meat, NFS",1.0,1.35
106482,"Meat, ground, NFS",1.6,2.0
107004,"Beef, NFS",1.6,2.16
107892,"Beef, steak, NFS",1.5,2.0250000000000004
108417,"Beef, steak, chuck",1.6,2.16
108932,"Beef, steak, cube",4.6,6.21
109456,"Beef, steak, flank",1.6,2.16
111532,"Beef, steak, round",1.4,1.89
116734,"Beef, steak, tenderloin",1.4,1.89
117251,"Beef, steak, country fried",11.0,14.850000000000001
117725,"Beef, oxtails",1.4,1.89
118035,"Beef, neck bones",1.4,0.77
118298,"Beef, shortribs",1.8,2.43
118556,"Beef, cow head",1.4,1.89
118848,"Beef, roast",1.7,2.295
119235,"Beef, pot roast",1.6,2.16
119597,"Beef, stew meat",1.6,2.16
119870,"Beef, corned",1.5,2.0250000000000004
120211,"Beef, brisket",1.7,2.295
120588,"Beef, sandwich steak",1.6,1.7600000000000002
120866,"Beef, ground, raw",1.3,2.9250000000000003
121025,"Beef, ground",1.7,2.125
121378,"Beef, ground, patty",1.9,2.375
122861,"Beef, dried, chipped, uncooked",1.3,1.573
124096,"Pork, NFS",0.0,0.0
124423,"Pork, ground",0.0,0.0
124717,"Pork, carnitas",1.1,1.4850000000000003
125248,"Pork, chop, NS as to fat eaten",0.0,0.0
125765,"Pork, chop, lean and fat eaten",0.0,0.0
126290,"Pork, chop, lean only eaten",0.0,0.0
128322,"Pork, chop, stuffed",3.1,4.1850000000000005
129445,"Pork, steak, lean only eaten",0.0,0.0
129831,"Pork, steak, coated",2.8,3.78
130205,"Pork, tenderloin",0.0,0.0
130548,Ham,0.0,0.0
130939,"Ham, prosciutto",0.0,0.0
131327,"Ham, canned",0.0,0.0
131685,"Ham, ground",0.0,0.0
131979,"Pork, roast",0.0,0.0
137016,"Ribs, NFS",0.7,0.945
137278,"Pork, ribs",0.5,0.675
137506,"Pork, cracklings",0.0,0.0
137781,"Pork, bones",0.0,0.0
137976,"Pork, pig's feet",0.0,0.0
138301,"Pork, ham hocks",0.0,0.0
138527,"Pork, belly",0.0,0.0
138867,Pork skin rinds,0.0,0.0
139631,"Lamb, NS as to cut",4.6,6.21
139958,"Lamb, chop",4.3,5.805
140284,"Lamb, ground",5.3,6.625
140575,Goat,1.2,1.62
140802,"Veal, chop",1.3,1.7550000000000001
141126,"Veal, ground",1.5,1.875
141535,Rabbit,1.6,2.16
141665,"Venison, NFS",1.3,1.7550000000000001
141827,"Venison, steak",1.2,1.62
142070,Venison/deer jerky,1.8,2.52
142281,Venison sausage,2.4,3.24
142511,Moose,1.2,1.62
142640,Bear,1.8,2.43
142771,Caribou,1.4,1.89
142916,Bison,1.3,1.7550000000000001
143095,Groundhog,0.0,0.0
143226,Opossum,1.6,2.16
143355,Squirrel,1.4,1.89
143485,Beaver,1.6,2.16
143616,Raccoon,1.7,2.295
143746,Armadillo,1.4,1.89
143876,Wild pig,1.4,1.89
144005,Ostrich,3.5,4.7250000000000005
204666,"Chicken, canned, meat only",2.3,4.714999999999999
206032,"Chicken nuggets, NFS",7.0,9.799999999999999
206876,"Chicken nuggets, from frozen",11.1,15.54
207298,"Chicken tenders or strips, NFS",8.0,11.2
220397,"Turkey, nuggets",4.1,5.739999999999999
226603,"Liver, beef",3.9,4.875
226911,"Liver, chicken",1.7,2.38
227140,"Liver, paste or pate",0.0,0.0
227301,Heart,0.5,0.725
227562,Kidney,0.0,0.0
228002,Brains,0.1,0.13999999999999999
228473,Tripe,0.0,0.0
228715,Chitterlings,0.0,0.0
228925,Hog maws,0.0,0.0
229188,Gizzard,0.0,0.0
243957,"Salami, NFS",0.0,0.0
245224,Thuringer,1.3,1.8199999999999998
248882,"Vienna sausage, canned",1.6,2.4160000000000004
254325,Chicken salad spread,0.0,0.0
254521,Ham salad spread,0.0,0.0
254701,"Fish, raw",0.9,1.215
254908,"Fish, NFS",9.3,12.555000000000001
256270,"Fish, NS as to type, fried",13.8,18.630000000000003
256728,"Fish, NS as to type, steamed",1.3,1.7550000000000001
257106,"Fish, canned",0.1,0.135
257251,"Fish, smoked",0.1,0.135
257896,"Fish, carp",4.2,5.670000000000001
258351,"Fish, catfish, NFS",14.6,19.71
259262,"Fish, catfish, grilled",4.6,6.21
260176,"Fish, catfish, fried",14.6,19.71
260625,"Fish, catfish, steamed",2.7,3.6450000000000005
261095,"Fish, cod, NFS",13.0,17.55
261621,"Fish, cod, baked or broiled",4.0,5.4
262142,"Fish, cod, grilled",2.0,2.7
263182,"Fish, cod, fried",13.0,17.55
263701,"Fish, cod, steamed",0.0,0.0
264188,"Fish, croaker",4.2,5.670000000000001
264545,"Fish, eel",4.1,5.535
264851,"Fish, flounder, NFS",4.1,5.535
265763,"Fish, flounder, grilled",2.1,2.8350000000000004
266670,"Fish, flounder, fried",13.1,17.685000000000002
267130,"Fish, flounder, steamed",0.1,0.135
267601,"Fish, haddock, NFS",13.1,17.685000000000002
268641,"Fish, haddock, grilled",2.1,2.8350000000000004
269681,"Fish, haddock, fried",13.1,17.685000000000002
270196,"Fish, haddock, steamed",0.1,0.135
270703,"Fish, halibut",4.1,5.535
271143,"Fish, herring",4.2,5.670000000000001
271471,"Fish, pickled",0.2,0.27
271678,"Fish, mackerel, NFS",4.1,5.535
272591,"Fish, mackerel, grilled",2.1,2.8350000000000004
273495,"Fish, mackerel, fried",13.1,17.685000000000002
273905,"Fish, mackerel, canned",0.1,0.135
274196,"Fish, mullet",4.2,5.670000000000001
274605,"Fish, perch, NFS",13.1,17.685000000000002
275057,"Fish, perch, baked or broiled",4.1,5.535
275514,"Fish, perch, grilled",2.1,2.8350000000000004
276421,"Fish, perch, fried",13.1,17.685000000000002
276876,"Fish, perch, steamed",0.1,0.135
277316,"Fish, pike",4.2,5.670000000000001
277723,"Fish, pompano, NFS",4.1,5.535
278633,"Fish, pompano, grilled",2.1,2.8350000000000004
279543,"Fish, pompano, fried",13.1,17.685000000000002
280001,"Fish, pompano, steamed",0.1,0.135
280436,"Fish, snapper",4.2,5.670000000000001
280766,"Fish, salmon, raw",0.5,0.675
280974,"Fish, salmon, NFS",4.6,6.21
281430,"Fish, salmon, baked or broiled",4.6,6.21
281881,"Fish, salmon, grilled",2.6,3.5100000000000002
282791,"Fish, salmon, fried",13.4,18.090000000000003
283247,"Fish, salmon, steamed",0.6,0.81
283688,"Fish, salmon, canned",0.1,0.135
284015,"Fish, salmon, smoked",0.1,0.135
284465,"Fish, bass, NFS",4.1,5.535
284860,"Fish, bass, baked or broiled",4.1,5.535
285249,"Fish, bass, grilled",2.1,2.8350000000000004
286030,"Fish, bass, fried",13.1,17.685000000000002
286419,"Fish, bass, steamed",0.1,0.135
286805,"Fish, shark",4.2,5.670000000000001
287196,"Fish, swordfish",4.2,5.670000000000001
287605,"Fish, trout, NFS",13.1,17.685000000000002
288058,"Fish, trout, baked or broiled",4.1,5.535
288511,"Fish, trout, grilled",2.1,2.8350000000000004
289420,"Fish, trout, fried",13.1,17.685000000000002
289879,"Fish, trout, steamed",0.1,0.135
290255,"Fish, tuna, raw",0.1,0.135
290463,"Fish, tuna, NFS",0.2,0.27
290918,"Fish, tuna, cooked",4.1,5.535
291360,"Fish, tuna, canned",0.2,0.27
291763,"Fish, whiting, NFS",13.1,17.685000000000002
292675,"Fish, whiting, grilled",2.1,2.8350000000000004
293582,"Fish, whiting, fried",13.1,17.685000000000002
294036,"Fish, whiting, steamed",0.1,0.135
294495,"Fish, tilapia, NFS",5.7,7.695000000000001
295406,"Fish, tilapia, grilled",3.8,5.13
296313,"Fish, tilapia, fried",14.1,19.035
296767,"Fish, tilapia, steamed",1.8,2.43
300071,Octopus,13.1,17.685000000000002
300345,"Calamari, cooked",4.0,5.4
300540,"Calamari, fried",13.0,17.55
300721,Turtle,5.8,7.83
300850,"Shellfish, NFS",6.0,8.100000000000001
300981,Abalone,34.2,46.17000000000001
301127,"Clams, raw",0.2,0.45
301321,"Clams, NFS",4.5,6.075
301515,"Clams, baked or broiled",4.2,5.670000000000001
301727,"Clams, fried",13.1,17.685000000000002
301971,"Clams, steamed or boiled",0.3,0.405
302196,"Clams, canned",0.2,0.45
302520,Crab,0.3,0.405
302847,"Crab, canned",0.3,0.405
303272,"Crayfish, fried",13.1,17.685000000000002
303466,"Crayfish, cooked",0.1,0.135
303693,Lobster,0.0,0.0
303987,Mussels,0.1,0.135
304182,"Oysters, raw",1.0,2.25
304377,"Oysters, baked or broiled",5.2,7.0200000000000005
304571,"Oysters, steamed",1.3,1.7550000000000001
304767,"Oysters, fried",13.8,18.630000000000003
305005,"Oysters, canned",0.1,0.225
305351,"Scallops, baked or broiled",4.0,5.4
305545,"Scallops, grilled",2.0,2.7
305740,"Scallops, steamed or boiled",0.0,0.0
305935,"Scallops, fried",13.0,17.55
306176,"Shrimp, NFS",6.0,8.100000000000001
306566,"Shrimp, baked or broiled",4.3,5.805
306958,"Shrimp, grilled",2.4,3.24
307350,"Shrimp, steamed or boiled",0.4,0.54
307739,"Shrimp, fried",13.2,17.82
308455,"Shrimp, dried",0.0,0.0
308631,"Shrimp, canned",0.0,0.0
309055,"Barbecue meat, NFS",0.8,1.92
309251,Beef with tomato-based sauce,1.9,4.731
309431,Beef goulash,3.1,7.719000000000001
309560,Beef burgundy,6.3,15.372
310340,Chili con carne with beans,4.5,11.43
310503,Chili con carne without beans,2.2,5.588000000000001
310991,"Sloppy joe, no bun",2.6,6.5
311200,Beef with gravy,1.2,2.928
311605,Salisbury steak with gravy,1.7,4.148
311835,Beef with cream or white sauce,2.5,6.4
311965,Beef stroganoff,8.6,22.016
312095,Creamed chipped or dried beef,7.2,17.712
312451,Beef with mushroom sauce,5.0,12.8
312681,Beef with soy-based sauce,23.6,57.584
312810,Steak teriyaki,1.4,3.416
312941,Beef curry,9.4,22.56
313071,Beef curry with rice,5.6,11.2
313217,"Barbecue beef, with sauce",1.6,3.84
313411,"Barbecue beef, no sauce",1.6,2.16
313591,Beef with sweet and sour sauce,9.6,24.192
313851,Steak tartare,2.4,5.3999999999999995
314660,Ham or pork with gravy,0.2,0.488
314905,"Barbecue pork, with sauce",0.5,1.2
315102,"Barbecue pork, no sauce",0.0,0.0
315296,Sweet and sour pork,27.8,62.827999999999996
315476,Ham stroganoff,8.0,19.52
316320,Sausage gravy,4.0,9.6
317100,Pork with chili and tomatoes,5.0,11.799999999999999
317506,Lamb or mutton with gravy,3.4,8.296
317897,Veal with gravy,5.1,12.443999999999999
318090,Veal scallopini,15.4,21.56
318271,Veal with cream sauce,6.3,15.498
318415,Veal with butter sauce,3.6,6.768
318742,Veal parmigiana,5.4,11.286
319213,Venison or deer with gravy,1.2,2.928
319682,Chicken or turkey cacciatore,4.0,9.76
320155,Spaghetti sauce with poultry,11.3,29.380000000000003
321158,Chicken with gravy,0.2,0.488
321586,Chicken or turkey fricassee,0.0,0.0
321730,Turkey with gravy,0.2,0.488
323600,Barbecue chicken,0.5,1.2
324120,Chicken curry,9.1,21.84
324251,Chicken curry with rice,5.4,10.8
324380,Chicken with mole sauce,0.9,2.196
324657,Chicken or turkey cordon bleu,24.7,34.58
324883,Chicken or turkey parmigiana,4.7,9.823
325235,Orange chicken,24.4,61.488
325694,Sesame chicken,27.1,68.292
326460,Fish timbale or mousse,0.9,1.575
326607,Shrimp cocktail,1.4,3.5
326785,Tuna with cream or white sauce,1.6,3.7920000000000003
326916,Seafood thermidor,1.8,4.5
327175,Spaghetti sauce with seafood,11.3,29.380000000000003
327435,Shrimp with lobster sauce,4.2,7.7700000000000005
327582,Sweet and sour shrimp,10.5,18.48
327905,Shrimp scampi,45.1,112.75
328085,Fish with tomato-based sauce,0.9,1.9980000000000002
328215,Fish curry,9.1,21.84
328346,Fish curry with rice,5.5,11.0
328476,Shrimp teriyaki,0.4,0.8039999999999999
328606,Ceviche,1.7,4.25
328996,Bacalao guisado,4.5,11.25
329451,Meat with tomato-based sauce,1.9,4.731
329580,Spaghetti sauce with meat,11.6,30.16
330101,"Beef and potatoes, no sauce",5.1,9.69
330556,"Beef, roast, hash",0.9,1.71
331416,"Beef and noodles, no sauce",2.3,3.5879999999999996
332115,Beef goulash with noodles,3.9,9.711
332246,Beef and noodles with gravy,2.2,5.478000000000001
332520,Beef stroganoff with noodles,5.9,15.104000000000001
332960,"Beef and rice, no sauce",3.8,7.4479999999999995
333090,Biryani with meat,6.2,12.152
333545,Beef and rice with gravy,3.5,7.7700000000000005
333676,Beef and rice with cream sauce,2.6,6.448
334715,Meat loaf made with beef,1.1,1.54
337230,Meat loaf made with ham,5.8,8.12
337980,Ham or pork with stuffing,7.3,14.6
338177,Ham croquette,23.4,32.76
339005,"Ham and noodles, no sauce",2.8,4.396
339135,"Ham or pork and rice, no sauce",3.4,6.664
340027,Lamb or mutton loaf,11.4,15.959999999999999
341541,Chicken or turkey hash,13.1,24.889999999999997
342450,Chicken or turkey tetrazzini,4.8,11.808
342971,Biryani with chicken,5.5,10.78
344206,Chicken or turkey souffle,0.7,1.113
346136,Gefilte fish,0.1,0.25
346870,"Shrimp and noodles, no sauce",4.3,6.751
347001,Shrimp and noodles with gravy,3.6,8.064000000000002
348705,Shrimp with crab stuffing,5.6,7.839999999999999
349080,Imitation crab meat,0.4,0.54
349211,Seafood souffle,0.7,1.113
349861,Fish and rice with cream sauce,3.4,8.432
354151,"Hash, NS as to type of meat",1.8,3.42
355706,Shepherd's pie,3.9,7.8
360780,"Pot pie, beef",7.8,15.6
364225,Sweet and sour pork with rice,5.0,12.2
371048,"Pot pie, chicken",8.3,16.6
372415,Paella with seafood,3.0,7.199999999999999
372675,"Shrimp creole, with rice",4.3,10.449
373195,Bouillabaisse,2.3,5.75
373845,"Stew, NFS",6.1,15.372
374106,"Paella, NFS",2.6,6.24
374626,Gumbo with rice,5.3,12.931999999999999
374756,Jambalaya with meat and rice,4.2,10.248
375519,Swiss steak,5.7,14.193000000000001
376445,Beef and broccoli,62.2,134.974
376706,Szechuan beef,51.3,111.32099999999998
376836,Hunan beef,51.3,111.32099999999998
377095,Kung Pao beef,14.9,24.138
377615,Pepper steak,20.0,43.4
378135,Beef salad,46.1,83.902
378785,Seasoned shredded soup meat,4.2,5.586
379305,Cabbage with ham hocks,52.8,105.6
379436,Ham or pork salad,44.3,80.62599999999999
379891,Greens with ham or pork,363.7,523.728
380410,Kung Pao pork,14.1,22.842000000000002
380800,Pork hash,14.2,26.979999999999997
382100,"Sausage and peppers, no sauce",2.4,3.6959999999999997
384700,Chicken or turkey divan,38.8,91.56799999999998
385351,General Tso chicken,38.2,55.772000000000006
385481,Moo Goo Gai Pan,16.6,35.85600000000001
385611,Kung pao chicken,13.6,22.032
385755,Almond chicken,14.2,34.364
390420,Crab salad,40.4,84.032
390551,Lobster salad,38.8,70.616
390680,Salmon salad,43.0,89.44
392110,Shrimp salad,40.3,73.346
392241,Seafood salad,39.8,82.78399999999999
392371,Tuna salad with cheese,40.7,96.866
392501,Tuna salad with egg,40.9,97.342
393865,Lomi salmon,23.1,54.054
394711,"Shrimp creole, no rice",6.2,15.252
394840,Kung Pao shrimp,14.3,23.166000000000004
398155,"Gumbo, no rice",5.8,14.152
449440,Oxtail soup,10.1,24.644
449830,Pho,7.0,17.08
449977,Pepperpot soup,1.7,4.097
450156,"Menudo soup, home recipe",1.6,3.8560000000000003
450820,Italian Wedding Soup,11.9,29.036
452366,Sweet and sour soup,7.0,17.08
454055,Hot and sour soup,1.1,2.684
454705,Fish chowder,4.7,11.468
455144,"Clam chowder, Manhattan",3.3,7.919999999999999
456916,Lobster bisque,1.5,3.7199999999999998
457045,Lobster gumbo,8.7,21.227999999999998
457566,Shrimp gumbo,8.7,21.227999999999998
458216,"Meat broth, Puerto Rican style",0.0,0.0
458345,"Gravy, poultry",0.6,1.44
458475,"Gravy, beef",0.1,0.24
458606,"Gravy, beef, fat free",0.1,0.24
458735,"Gravy, poultry, fat free",0.6,1.44
458866,"Gravy, made with soy sauce",0.1,0.24
458995,"Gravy, NFS",0.1,0.24
459400,"Egg, whole, raw",0.3,0.735
459806,"Egg, whole, boiled or poached",0.3,0.405
460245,"Egg, whole, fried no added fat",0.3,0.405
460636,"Egg, whole, fried with oil",7.4,9.990000000000002
460832,"Egg, whole, fried with butter",0.7,0.945
462195,"Egg, whole, baked, fat added",5.3,7.155
462520,"Egg, white only, raw",0.0,0.0
463107,"Egg, white, cooked, fat added",5.0,6.75
463302,"Egg, yolk only, raw",0.7,1.715
464082,"Duck egg, cooked",5.4,7.290000000000001
464536,"Egg, creamed",2.8,3.78
468501,Huevos rancheros,4.6,6.21
468892,"Egg foo yung, NFS",23.5,41.125
469086,Chicken egg foo yung,23.7,41.475
469281,Pork egg foo yung,23.3,40.775
469475,Shrimp egg foo yung,23.5,41.125
469672,Beef egg foo yung,24.1,42.175000000000004
486491,Egg drop soup,1.2,2.928
500466,"Beans, NFS",10.3,19.055000000000003
501376,"White beans, NFS",10.4,19.240000000000002
502286,"Black beans, NFS",10.2,18.87
503326,Black beans with meat,8.9,23.14
503471,"Fava beans, cooked",9.8,18.130000000000003
503651,"Lima beans, NFS",9.0,16.650000000000002
503796,"Lima beans, from dried",9.0,16.650000000000002
503990,"Pink beans, cooked",10.6,19.61
504171,"Pinto beans, NFS",10.4,19.240000000000002
505210,Pinto beans with meat,9.0,23.400000000000002
505340,"Kidney beans, NFS",14.9,27.565
506381,Kidney beans with meat,12.9,33.54
506527,"Peruvian beans, from dried",10.4,19.240000000000002
506722,"Soybeans, cooked",25.0,46.25
506917,"Mung beans, cooked",9.6,17.76
507095,Baked beans,0.4,1.04
507226,"Baked beans, vegetarian",0.8,2.08
507616,"Beans and tomatoes, fat added",8.6,22.36
507746,Black bean salad,11.4,26.334000000000003
507875,Refried beans,2.1,5.460000000000001
508136,Refried beans with meat,1.9,4.9399999999999995
509306,Beans and franks,0.4,1.04
509435,Pork and beans,0.4,1.04
509566,"Beans with meat, NS as to type",9.0,23.400000000000002
509956,"Baked beans, reduced sodium",0.8,2.08
510086,"Chili with beans, without meat",4.6,11.637999999999998
510216,"Blackeyed peas, NFS",8.7,16.095
510362,"Blackeyed peas, from dried",8.7,16.095
510555,"Chickpeas, NFS",10.8,19.980000000000004
512231,Wasabi peas,50.3,60.35999999999999
512361,"Lentils, NFS",8.7,16.095
512505,"Lentils, from dried, fat added",8.7,16.095
512880,"Lentils, from canned",8.7,16.095
513011,Dal,2.0,4.8
513204,Bean chips,3.1,0.9299999999999999
513660,"Sambar, vegetable stew",7.7,19.096
513790,Lentil curry,9.0,21.599999999999998
513921,Lentil curry with rice,5.4,10.8
514098,Soy nuts,50.4,47.879999999999995
514454,Soy chips,11.9,3.57
515105,"Edamame, cooked",28.1,44.96000000000001
515301,Soybean curd cheese,4.6,10.35
515610,Miso,29.3,80.575
515740,Natto,23.1,40.656000000000006
516566,"Yogurt, soy",3.5,8.575000000000001
517691,"Vermicelli, made from soybeans",1.4,1.9599999999999997
518095,"Frozen dessert, non-dairy",0.7,1.1549999999999998
518275,"Bean soup, NFS",1.3,3.2889999999999997
518730,"Soybean soup, miso broth",3.3,7.919999999999999
518860,"Bean soup, home recipe",8.5,20.995
519185,"Bean and ham soup, home recipe",7.2,17.784000000000002
519592,Split pea and ham soup,7.5,18.974999999999998
519771,Split pea soup,0.2,0.5
520745,"Chicken, meatless, NFS",0.0,0.0
521605,"Meatball, meatless",0.0,0.0
521801,"Veggie burger patty, no bun",4.2,5.25
522434,"Pot pie, no meat",7.8,15.6
523281,Vegetarian stew,17.8,43.96600000000001
524092,"Nuts, NFS",11.2,15.903999999999998
524381,"Almonds, NFS",0.0,0.0
524771,"Almonds, unroasted",0.0,0.0
525165,"Almonds, salted",3.2,4.512
525550,"Almonds, lightly salted",3.3,4.653
525942,"Almonds, unsalted",3.3,4.653
526333,"Almonds, flavored",3.2,4.512
526725,"Almonds, honey roasted",10.8,15.228
527066,Brazil nuts,0.0,0.0
527291,"Cashews, NFS",34.7,45.11000000000001
527619,"Cashews, unroasted",34.7,45.11000000000001
527944,"Cashews, salted",36.6,47.580000000000005
528268,"Cashews, lightly salted",36.8,47.839999999999996
528593,"Cashews, unsalted",36.9,47.97
528916,"Cashews, honey roasted",34.2,44.46000000000001
529227,Chestnuts,7.8,11.154
529456,"Coconut, fresh",0.2,0.17
529585,"Coconut, packaged",0.0,0.0
